date,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,precipitation_hours,sunshine_duration
2026-04-20,63.0,7.1687512,11.6,3.65,11.099999,18.297245,19.0,11871.477
2026-04-21,3.0,7.6979165,13.0,2.05,0.0,15.580141,0.0,50309.293
2026-04-22,1.0,9.277082,16.4,1.45,0.0,15.629971,0.0,50400.0
2026-04-23,3.0,10.064582,14.8,4.55,0.0,15.646544,0.0,50400.0
2026-04-24,3.0,10.039584,15.6,4.6,0.0,17.088627,0.0,39234.207
2026-04-25,3.0,9.656249,15.15,4.7,0.0,23.113008,0.0,47900.664
2026-04-26,3.0,9.041667,13.45,3.9,0.0,18.921415,0.0,48454.54
2026-04-27,3.0,10.366668,16.3,3.3,0.0,13.647988,0.0,41458.105
2026-04-28,3.0,9.975,15.05,4.4,0.0,16.363178,0.0,50400.0
2026-04-29,3.0,9.431251,14.35,3.6,0.0,13.324863,0.0,50400.0
2026-04-30,3.0,12.162501,19.65,3.15,0.0,12.267762,0.0,50400.0
2026-05-01,0.0,16.064585,23.45,6.05,0.0,6.6794305,0.0,50419.594
2026-05-02,3.0,19.6875,26.45,9.95,0.0,14.178928,0.0,50400.0
2026-05-03,3.0,22.21875,29.2,13.45,0.0,16.563911,0.0,50253.55
2026-05-04,51.0,20.012499,23.05,16.85,0.1,16.50218,1.0,48351.43
2026-05-05,61.0,15.566667,19.0,12.6,4.3,13.584932,7.0,31615.395
2026-05-06,63.0,11.2541685,12.65,9.95,14.7,12.669238,13.0,1585.6062
2026-05-07,51.0,8.679168,10.55,6.4,1.6000003,15.30741,11.0,0.0
2026-05-08,51.0,9.939583,13.35,6.05,0.1,8.37532,1.0,10944.614
2026-05-09,3.0,11.608333,15.45,6.0,0.0,8.067936,0.0,37386.57
2026-05-10,3.0,13.741666,19.4,7.1,0.0,11.634741,0.0,47296.227
2026-05-11,51.0,12.40625,17.95,8.5,1.3000001,21.402597,7.0,26798.5
2026-05-12,61.0,7.9625,11.65,5.4,6.8,17.864489,10.0,42573.727
2026-05-13,53.0,8.816667,12.95,5.55,3.0,18.751991,15.0,37024.094
2026-05-14,61.0,8.975,12.3,6.55,7.1999993,18.645428,15.0,48642.184
2026-05-15,53.0,10.125,14.8,4.8,0.90000004,9.187056,3.0,49334.16
2026-05-16,51.0,10.437501,13.6,5.95,0.6,15.287288,6.0,55604.625
2026-05-17,3.0,11.935416,16.95,5.15,0.0,10.094454,0.0,54901.51
2026-05-18,51.0,13.633332,19.05,7.5,0.1,13.6242285,1.0,56157.387
2026-05-19,53.0,14.874999,19.9,9.35,0.5,10.931203,1.0,55777.438
2026-05-20,53.0,16.904165,21.55,13.0,1.2,17.349236,5.0,40962.06
2026-05-21,51.0,16.483334,20.75,11.55,0.1,12.785069,1.0,54815.51
2026-05-22,51.0,18.33125,22.55,12.75,0.1,11.028581,1.0,47235.16
2026-05-23,3.0,21.204166,27.65,13.45,0.0,10.819482,0.0,56903.074
2026-05-24,3.0,22.558334,27.55,17.15,0.0,17.304358,0.0,57326.324
2026-05-25,1.0,19.841665,25.35,12.85,0.0,10.399576,0.0,57395.145
2026-05-26,0.0,22.702085,28.65,15.0,0.0,16.87974,0.0,57461.53
2026-05-27,1.0,19.23125,22.6,14.85,0.0,15.861463,0.0,57525.44
2026-05-28,3.0,16.09375,20.9,10.3,0.0,10.436895,0.0,57586.824
2026-05-29,53.0,19.625,26.5,11.2,0.90000004,12.181625,2.0,57600.0
2026-05-30,3.0,20.05625,22.15,17.85,0.0,18.875126,0.0,41725.184
2026-05-31,53.0,17.835417,22.4,13.15,1.1,13.021106,3.0,44307.695
2026-06-01,3.0,17.741665,22.4,12.9,0.0,13.125196,0.0,48986.938
2026-06-02,3.0,21.066668,27.15,14.25,0.0,12.007498,0.0,45877.113
2026-06-03,61.0,18.110415,20.9,15.6,4.1,13.576582,7.0,13675.006
2026-06-04,53.0,18.66875,24.05,14.25,1.2,18.620214,4.0,34208.13
2026-06-05,51.0,17.093748,20.65,14.1,1.1,13.638489,10.0,40265.887
2026-06-06,51.0,18.324999,24.05,11.5,0.2,10.621525,2.0,53661.637
2026-06-07,51.0,18.470833,21.6,16.0,0.3,18.36353,3.0,54415.02
2026-06-08,3.0,19.518747,25.1,13.1,0.0,11.720751,0.0,53035.8
2026-06-09,51.0,18.514582,20.75,14.8,0.5,21.063076,5.0,46074.86
2026-06-10,55.0,15.581252,19.75,11.05,1.4000001,12.503199,4.0,49908.004
2026-06-11,51.0,15.056249,19.3,11.4,1.1,14.84318,5.0,48726.016
2026-06-12,63.0,14.816667,18.9,10.75,4.3999996,15.743569,6.0,26920.838
2026-06-13,51.0,16.033335,20.25,13.2,1.6,22.50072,8.0,50138.387
2026-06-14,61.0,13.772916,17.0,11.65,6.5000005,25.639734,14.0,53301.184
2026-06-15,51.0,14.383332,18.25,11.35,0.6,24.702005,6.0,42534.008
2026-06-16,3.0,15.439582,20.5,9.6,0.0,15.367616,0.0,53921.277
2026-06-17,3.0,17.735416,23.35,10.25,0.0,14.068816,0.0,50140.562
